,time,speed
350,0.866891,12.1
351,1.41933,7.4
352,0.868508,12.1
353,1.13371,9.2
354,0.885071,11.8
355,0.869491,12.1
356,0.981612,10.7
357,0.852141,12.3
358,1.01719,10.3
359,0.888881,11.8
360,0.983335,10.7
361,0.929906,11.3
362,0.897662,11.7
363,0.984186,10.7
364,0.907178,11.6
365,0.972335,10.8
366,0.888799,11.8
367,2.253,4.7
368,1.51047,6.9
369,1.18838,8.8
370,0.934207,11.2
371,1.73148,6.1
372,11.8248,0.887
373,5.9591,1.8
374,1.89179,5.5
375,1.28707,8.1
376,1.24806,8.4
377,0.924954,11.3
378,0.853483,12.3
379,0.919236,11.4
380,0.873211,12
381,1.87077,5.6
382,0.863786,12.1
383,0.882119,11.9
384,1.01835,10.3
385,0.914492,11.5
386,2.42617,4.3
387,0.814804,12.9
388,1.98986,5.3
389,0.811225,12.9
390,2.07189,5.1
391,0.861168,12.2
392,1.49887,7
393,0.187471,55.9
394,1.20121,8.7
395,1.8296,5.7
396,1.42017,7.4
397,1.39526,7.5
398,1.60864,6.5
399,0.859123,12.2
400,1.94792,5.4
401,1.43569,7.3
402,1.6944,6.2
403,1.41293,7.4
404,1.70479,6.2
405,1.27493,8.2
406,1.4358,7.3
407,1.26447,8.3
408,0.848141,12.4
409,0.947962,11.1
410,0.861712,12.2
411,0.983316,10.7
412,1.04448,10
413,0.895192,11.7
414,1.00499,10.4
415,0.908365,11.5
416,0.956669,11
417,0.899326,11.7
418,2.08641,5
419,1.18883,8.8
420,1.8792,5.6
421,1.41587,7.4
422,1.40042,7.5
423,1.14424,9.2
424,1.65239,6.3
425,1.14845,9.1
426,1.84333,5.7
427,0.899375,11.7
428,1.89666,5.5
429,1.06332,9.9
430,1.67917,6.2
431,1.36184,7.7
432,1.62661,6.4
433,1.09775,9.6
434,1.17421,8.9
435,1.90521,5.5
436,1.45264,7.2
437,1.18081,8.9
438,1.81087,5.8
439,1.16232,9
440,1.67019,6.3
441,1.41749,7.4
442,1.58511,6.6
443,0.190231,55.1
444,1.42393,7.4
445,1.1495,9.1
446,1.80023,5.8
447,0.958459,10.9
448,2.32741,4.5
449,1.00326,10.5
450,1.97422,5.3
451,1.31902,7.9
452,1.13878,9.2
453,1.79865,5.8
454,1.31415,8
455,1.90005,5.5
456,1.04122,10.1
457,1.6892,6.2
458,1.61701,6.5
459,0.948091,11.1
460,0.932885,11.2
461,0.864724,12.1
462,1.60644,6.5
463,0.947809,11.1
464,0.937768,11.2
465,0.943398,11.1
466,0.857445,12.2
467,1.00805,10.4
468,1.17627,8.9
469,2.49149,4.2
470,1.31834,8
471,1.57638,6.7
472,1.42505,7.4
473,0.858029,12.2
474,1.98441,5.3
475,1.43049,7.3
476,1.57945,6.6
477,1.46506,7.2
478,1.58028,6.6
479,1.2673,8.3
480,1.41269,7.4
481,2.1026,5
482,10.8502,0.996
483,0.923766,11.4
484,0.853302,12.3
485,0.934581,11.2
486,0.870064,12.1
487,0.936581,11.2
488,1.15937,9
489,0.866115,12.1
490,0.972056,10.8
491,0.906378,11.6
492,1.02178,10.3
493,0.8957,11.7
494,0.884257,11.9
495,2.06379,5.1
496,0.967852,10.8
497,1.97961,5.3
498,0.862649,12.2
499,2.2091,4.7
500,1.11294,9.4
