,time,speed
1,0.192473,54.5
2,0.176483,59.4
3,0.188702,55.6
4,0.185715,56.5
5,0.180494,58.1
6,0.194906,53.8
7,0.182249,57.5
8,0.198042,52.9
9,0.177667,59
10,0.184756,56.8
11,0.195838,53.5
12,0.187358,56
13,0.203543,51.5
14,0.196519,53.4
15,0.188111,55.7
16,0.190252,55.1
17,0.176142,59.5
18,0.19274,54.4
19,0.186963,56.1
20,0.176056,59.6
21,0.187192,56
22,0.178308,58.8
23,0.186085,56.3
24,0.190043,55.2
25,0.180356,58.1
26,0.189234,55.4
27,0.186509,56.2
28,0.180911,58
29,0.184321,56.9
30,0.177831,59
31,0.189322,55.4
32,0.186269,56.3
33,0.180009,58.3
34,0.191628,54.7
35,0.181334,57.8
36,0.191474,54.8
37,0.188825,55.5
38,0.180619,58.1
39,0.190069,55.2
40,0.182827,57.4
41,0.185965,56.4
42,0.190292,55.1
43,0.178249,58.8
44,0.192605,54.4
45,0.185348,56.6
46,0.184094,57
47,0.19035,55.1
48,0.177213,59.2
49,0.188076,55.8
50,0.187787,55.8
51,0.180486,58.1
52,0.187015,56.1
53,0.176568,59.4
54,0.186842,56.1
55,0.186755,56.1
56,0.179207,58.5
57,0.18387,57
58,0.178946,58.6
59,0.188586,55.6
60,0.197527,53.1
61,0.181932,57.6
62,0.193749,54.1
63,0.186613,56.2
64,0.187874,55.8
65,0.189355,55.4
66,0.176117,59.5
67,0.187065,56.1
68,0.185535,56.5
69,0.17938,58.5
70,0.188796,55.5
71,0.177787,59
72,0.187554,55.9
73,0.18863,55.6
74,0.177485,59.1
75,0.188098,55.7
76,0.183148,57.3
77,0.183061,57.3
78,0.187689,55.9
79,0.178701,58.7
80,0.18777,55.8
81,0.187823,55.8
82,0.180082,58.2
83,0.189418,55.4
84,0.179379,58.5
85,0.187344,56
86,0.190193,55.1
87,0.179077,58.6
88,0.189562,55.3
89,0.18338,57.2
90,0.190754,55
91,0.189728,55.3
92,0.176158,59.5
93,0.188114,55.7
94,0.185622,56.5
95,0.17873,58.7
96,0.180522,58.1
97,0.166931,62.8
98,0.182534,57.4
99,0.186829,56.1
100,0.174141,60.2
101,0.185069,56.7
102,0.180468,58.1
103,0.183715,57.1
104,0.182533,57.4
105,0.175438,59.8
106,0.186924,56.1
107,0.178982,58.6
108,0.171199,61.2
109,0.187305,56
110,0.173608,60.4
111,0.182241,57.5
112,0.181728,57.7
113,0.165165,63.5
114,0.180278,58.2
115,0.18306,57.3
116,0.181811,57.7
117,0.182541,57.4
118,0.171963,61
119,0.183064,57.3
120,0.186414,56.2
121,0.17668,59.3
122,0.188756,55.6
123,0.182898,57.3
124,0.184193,56.9
125,0.188244,55.7
126,0.180064,58.2
127,0.189222,55.4
128,0.185249,56.6
129,0.180353,58.1
130,0.190133,55.1
131,0.181376,57.8
132,0.189648,55.3
133,0.19042,55.1
134,0.178334,58.8
135,0.190602,55
136,0.180696,58
137,0.187694,55.9
138,0.189203,55.4
139,0.181148,57.9
140,0.197457,53.1
141,0.184084,57
142,0.189177,55.4
143,0.190643,55
144,0.177687,59
145,0.189468,55.3
146,0.189025,55.5
147,0.184091,57
148,0.191547,54.7
149,0.177946,58.9
150,0.190891,54.9
151,0.188103,55.7
152,0.18286,57.3
153,0.191194,54.8
154,0.18614,56.3
155,0.194018,54
156,0.190372,55.1
157,0.186465,56.2
158,0.190393,55.1
159,0.191654,54.7
160,0.197428,53.1
161,0.184228,56.9
162,0.188962,55.5
163,0.192813,54.4
164,0.176037,59.6
165,0.186499,56.2
166,0.184487,56.8
167,0.182287,57.5
168,0.183709,57.1
169,0.177992,58.9
170,0.188665,55.6
171,0.181854,57.7
172,0.181852,57.7
173,0.189198,55.4
174,0.185122,56.6
175,0.189687,55.3
176,0.192436,54.5
177,0.192267,54.5
178,0.201305,52.1
179,0.188702,55.6
180,0.189459,55.3
181,0.193287,54.2
182,0.182163,57.6
183,0.190629,55
184,0.18236,57.5
185,0.185778,56.4
186,0.191232,54.8
187,0.180319,58.2
188,0.196293,53.4
189,0.181258,57.9
190,0.185546,56.5
191,0.192457,54.5
192,0.178848,58.6
193,0.192948,54.3
194,0.193845,54.1
195,0.17822,58.8
196,0.189555,55.3
197,0.179082,58.6
198,0.189319,55.4
199,0.193798,54.1
200,0.185879,56.4
201,0.191313,54.8
202,0.17949,58.4
203,0.187981,55.8
204,0.188948,55.5
205,0.178478,58.8
206,0.190662,55
207,0.183511,57.1
208,0.190338,55.1
209,0.190218,55.1
210,0.177657,59
211,0.188052,55.8
212,0.184164,56.9
213,0.184147,56.9
214,0.190085,55.2
215,0.178929,58.6
216,0.189067,55.5
217,0.18771,55.9
218,0.189286,55.4
219,0.191818,54.7
220,0.178511,58.7
221,0.189766,55.3
222,0.194226,54
223,0.182484,57.5
224,0.189906,55.2
225,0.18155,57.8
226,0.18997,55.2
227,0.189577,55.3
228,0.185547,56.5
229,0.194211,54
230,0.190206,55.1
231,0.18937,55.4
232,0.189411,55.4
233,0.183612,57.1
234,0.190738,55
235,0.185808,56.4
236,0.188117,55.7
237,0.189302,55.4
238,0.177848,59
239,0.188404,55.7
240,0.188044,55.8
241,0.18629,56.3
242,0.194583,53.9
243,0.185978,56.4
244,0.193179,54.3
245,0.187392,56
246,0.182878,57.3
247,0.199193,52.6
248,0.178925,58.6
249,0.202602,51.8
250,0.186628,56.2
251,0.185326,56.6
252,0.187672,55.9
253,0.173232,60.5
254,0.187879,55.8
255,0.187588,55.9
256,0.178461,58.8
257,0.185554,56.5
258,0.173711,60.4
259,0.183945,57
260,0.181998,57.6
261,0.170642,61.4
262,0.179528,58.4
263,0.17724,59.2
264,0.172577,60.8
265,0.188129,55.7
266,0.172651,60.7
267,0.180928,58
268,0.185625,56.5
269,0.173672,60.4
270,0.183613,57.1
271,0.178976,58.6
272,0.179143,58.5
273,0.181612,57.7
274,0.169517,61.9
275,0.18646,56.2
276,0.188845,55.5
277,0.175423,59.8
278,0.189327,55.4
279,0.184652,56.8
280,0.184461,56.8
281,0.189495,55.3
282,0.178269,58.8
283,0.188403,55.7
284,0.187598,55.9
285,0.18094,58
286,0.189624,55.3
287,0.177551,59.1
288,0.188365,55.7
289,0.190189,55.1
290,0.178458,58.8
291,0.190668,55
292,0.179839,58.3
293,0.185886,56.4
294,0.19124,54.8
295,0.179678,58.4
296,0.189845,55.2
297,0.185717,56.5
298,0.185694,56.5
299,0.190719,55
300,0.177737,59
301,0.189128,55.4
302,0.18598,56.4
303,0.181069,57.9
304,0.18748,55.9
305,0.177613,59
306,0.190137,55.1
307,0.188393,55.7
308,0.177596,59
309,0.191674,54.7
310,0.180016,58.2
311,0.186188,56.3
312,0.18968,55.3
313,0.175925,59.6
314,0.206531,50.8
315,0.183194,57.2
316,0.214169,49
317,0.195839,53.5
318,0.188977,55.5
319,0.197163,53.2
320,0.183767,57.1
321,0.19962,52.5
322,0.190282,55.1
323,0.185489,56.5
324,0.201717,52
325,0.187101,56
326,0.198118,52.9
327,0.190593,55
328,0.181846,57.7
329,0.19999,52.4
330,0.186605,56.2
331,0.185216,56.6
332,0.187091,56
333,0.189766,55.3
334,0.193666,54.1
335,0.175469,59.8
336,0.204743,51.2
337,0.18567,56.5
338,0.169563,61.8
339,0.200898,52.2
340,0.179552,58.4
341,0.19446,53.9
342,0.19341,54.2
343,0.185697,56.5
344,0.183025,57.3
345,0.185607,56.5
346,0.19112,54.9
347,0.192292,54.5
348,0.180429,58.1
349,0.195608,53.6
350,0.185699,56.5
351,0.190914,54.9
352,0.188758,55.6
353,0.182362,57.5
354,0.185056,56.7
355,0.193973,54.1
356,0.179363,58.5
357,0.18834,55.7
358,0.176902,59.3
359,0.189156,55.4
360,0.189769,55.3
361,0.182731,57.4
362,0.187706,55.9
363,0.180575,58.1
364,0.189887,55.2
365,0.192903,54.4
366,0.180696,58
367,0.191816,54.7
368,0.183592,57.1
369,0.189841,55.2
