,time,speed
370,0.1924,54.5
371,0.176101,59.5
372,0.190947,54.9
373,0.184248,56.9
374,0.188735,55.6
375,0.189395,55.4
376,0.17871,58.7
377,0.191802,54.7
378,0.188271,55.7
379,0.184979,56.7
380,0.194578,53.9
381,0.180528,58.1
382,0.195524,53.6
383,0.188251,55.7
384,0.183717,57.1
385,0.191244,54.8
386,0.178219,58.8
387,0.197831,53
388,0.193596,54.2
389,0.176337,59.5
390,0.187937,55.8
391,0.178252,58.8
392,0.190981,54.9
393,0.192024,54.6
394,0.180215,58.2
395,0.190299,55.1
396,0.1831,57.3
397,0.187483,55.9
398,0.190074,55.2
399,0.182466,57.5
400,0.191945,54.6
401,0.187175,56
402,0.189229,55.4
403,0.185881,56.4
404,0.171997,61
405,0.187179,56
406,0.180141,58.2
407,0.172952,60.6
408,0.186985,56.1
409,0.17619,59.5
410,0.185314,56.6
411,0.1855,56.5
412,0.171261,61.2
413,0.178523,58.7
414,0.181906,57.6
415,0.173809,60.3
416,0.184208,56.9
417,0.176249,59.5
418,0.188711,55.6
419,0.194744,53.8
420,0.178016,58.9
421,0.190689,55
422,0.177341,59.1
423,0.180775,58
424,0.186699,56.2
425,0.17713,59.2
426,0.190052,55.2
427,0.18355,57.1
428,0.182915,57.3
429,0.189434,55.4
430,0.185513,56.5
431,0.19603,53.5
432,0.191719,54.7
433,0.187346,56
434,0.189768,55.3
435,0.181404,57.8
436,0.189904,55.2
437,0.18738,56
438,0.181424,57.8
439,0.189069,55.5
440,0.177619,59
441,0.193651,54.1
442,0.188259,55.7
443,0.175913,59.6
444,0.187618,55.9
445,0.18015,58.2
446,0.18822,55.7
447,0.187881,55.8
448,0.176101,59.5
449,0.187852,55.8
450,0.18436,56.9
451,0.181445,57.8
452,0.187981,55.8
453,0.176015,59.6
454,0.191741,54.7
455,0.188645,55.6
456,0.185381,56.6
457,0.188444,55.6
458,0.178543,58.7
459,0.186617,56.2
460,0.188378,55.7
461,0.17729,59.1
462,0.188441,55.6
463,0.181532,57.8
464,0.182081,57.6
465,0.187515,55.9
466,0.182508,57.5
467,0.187011,56.1
468,0.187299,56
469,0.179338,58.5
470,0.1866,56.2
471,0.177732,59
472,0.186899,56.1
473,0.208666,50.3
474,0.184749,56.8
475,0.189798,55.2
476,0.171244,61.2
477,0.183764,57.1
478,0.18826,55.7
479,0.178257,58.8
480,0.1888,55.5
481,0.183696,57.1
482,0.188618,55.6
483,0.189224,55.4
484,0.186802,56.1
485,0.188229,55.7
486,0.183266,57.2
487,0.193845,54.1
488,0.189698,55.3
489,0.181112,57.9
490,0.188424,55.6
491,0.183992,57
492,0.187552,55.9
493,0.187839,55.8
494,0.1772,59.2
495,0.188237,55.7
496,0.18672,56.2
497,0.184532,56.8
498,0.187933,55.8
499,0.178832,58.6
500,0.188033,55.8
